accX,accY,accZ,gyrX,gyrY,gyrZ
-235.80528469228358,11565.190726916995,6008.960124995535,837.5968785603854,724.4422008754402,-83.14134878851952
891.993505179142,18698.84288211003,7965.073607808273,-227.09790797056925,99.38518321700421,-233.14307235968985
-668.8284458407268,9560.205785530388,6138.459262913562,-528.2990078401712,496.9426819161847,693.0504011981709
-582.4937589860641,15042.31713986589,5172.721820457198,-147.54990168523486,28.336484744817596,-49.55433893265243
-643.607185466544,13797.605986982355,5868.640101286075,172.54256722962563,-17.107321796627076,68.52848072794703
37.83362788830893,16576.034507571087,7633.513691315305,280.3611729387668,422.1319287691099,167.85171605858517
-687.0714366796619,12621.304827671442,5621.257347286274,214.4639435966297,-253.92737650394952,-147.53370794626935
973.504902479556,15563.706994050384,5219.428483093771,105.2510253907086,-1950.3294150937031,2758.4590883142387
-838.9548568510835,14458.14804530072,7699.659223950175,1633.0400648798607,-3674.6275593551686,6874.728814663756
2397.1887128464195,13246.723601358579,6756.151535084537,2654.475402076848,-5427.991528357423,11578.672745074578
-795.4554206809055,10241.519959811101,6070.378269871024,2995.280090598875,-6360.440350775033,11963.808339749254
6761.056070262264,12840.288499635435,5522.21427503515,2266.7599650715097,-2776.8015738591016,7418.265112101983
4662.638045527458,14229.936212396324,5082.0305658743855,715.2290678562831,-741.8266268147199,235.2333696253138
3447.4038039593047,9474.51395126164,6933.4167037272955,652.2238236341766,172.98367858297757,-454.7499409616544
3284.8847439869564,11881.51446992277,5714.864235981067,-304.64752659074554,480.86114191649335,-282.26070068391823
2931.1954987106483,13613.961577451051,4655.818447353724,-827.71031474453,-139.11943243933905,-594.40271116394
5716.809509694267,21083.33797367406,6062.234890603222,-1472.4787577228035,887.9542035293491,-1672.0280926386656
-114.59495431584105,22203.341119966346,2529.9637898185656,-6934.143646824393,587.239830064311,-6642.047779466579
-668.5772641389655,8208.773498763963,6856.547078849633,-6143.35488422029,-264.0027022774035,-6402.540424967012
1014.2953614545575,10432.693647922277,8069.364417308892,-2419.372360719957,-363.14747045332956,-2410.51853264563
1113.476695520414,9244.192389592266,8968.487850736172,-192.11041547644564,444.8512598358114,-3437.7353182416064
438.650349707854,14479.804647883833,7242.695015189465,2376.5718643960454,1742.695644753243,-2302.7560052481
2119.6127759616147,15026.829828750186,6601.79125396771,677.8030398192651,296.2867025543477,374.4073681834463
1168.5732711978044,12050.811384811175,3910.4921727934407,1115.5992719699511,311.8185982464539,-1634.5782996789637
1593.5626494662806,14208.559938895945,6931.200081845977,1689.0701833932515,1251.8273988287265,-528.392359665336
1251.7744940576583,15490.939478839175,6099.658346746848,1159.7590809807903,1053.372090508342,100.61893781420449
1007.1554612227126,22998.421226897273,4608.531304742323,5143.885440133258,2758.2093528248784,590.8832530109346
-132.2950463361659,11319.38192543646,3967.37188732382,292.9864270650035,2478.138661644963,891.7771057536005
624.835315751767,14810.966575865154,5142.0101748313,-661.9193390907776,1580.855679185165,243.74037596992304
3317.2827847402473,18193.4559703099,10001.387356399504,3482.5554498969595,688.4909356106269,-4595.710225282228
3681.404173056002,13528.537007542918,7958.91892478127,2345.5736657736607,-207.5573880398465,-7155.06647064496
1968.8177906806964,10697.711373456783,6849.440590951626,2245.4456936156907,-2256.6464115998124,-6658.049329131645
-1164.1514767991566,12220.660253741862,6190.164802178933,3048.19784086816,286.8985004187187,-4987.96109899264
2311.777459204926,13870.486494749275,5529.722623169776,1814.1997547026622,1091.589299144868,195.54935573276634
-1185.9084517032632,16824.237722813512,3713.7459605933614,1128.8238989654678,-74.16984392944815,-158.4355392431683
-1742.3481373778745,17673.78493029734,4625.14080668798,73.05908767095673,487.9277500247235,758.8252100616421
361.57533367374026,9793.68415814732,3116.613472893362,-1584.640067922773,666.8148230968627,-593.6134880394993
1551.6662335279086,18622.83315803933,5216.565193798312,-3350.268682742114,-2722.0943156470826,4365.049329751444
-1635.8219446924606,13153.332356206558,5196.975370272754,-6128.549224170981,-2256.6194291715524,3528.7553837774094
-999.7775569856851,15341.943264343308,4514.592386146182,-3656.4402878417022,-2102.4409577942793,2995.5574038702566
287.86986026920545,16905.163908694845,7715.909296794344,-1855.3920700082158,-966.7731655592793,5855.377953469491
-282.1423615544429,13479.834958559417,4164.761579067167,-948.8187083049389,-597.2434454685331,3614.2200135825155
566.8490240381849,15709.716737121698,4275.244096923421,814.4310522820203,-228.64230061597777,2566.2762600023743
-126.26367985487174,13259.593991841753,4481.07677957552,1725.3061743203048,-1200.4803477659098,2583.568237530001
-700.2673443423627,18099.51372272687,5289.438012459298,1813.1711513737478,245.04917831180552,2522.1111095868896
300.7259497408015,19845.657409703683,5210.520171483494,373.4813130470549,425.3143133859415,-30.415023320259678
883.039563825667,16708.63378748142,5548.2223744540925,-769.8137580830451,518.5419328617887,265.22121221189843
799.5642665675423,15684.59612183808,7101.548777519069,-828.4771163030903,632.792710675295,971.4504987906512
-1368.0266198939053,14348.650230428395,7119.544071049455,1114.8515889687358,2939.4320226491427,1671.6533204658167
793.0501559774898,11320.92626767891,6682.746875718004,1668.5964217182752,1061.92848282277,2823.1676466904228
-59.936826321159884,15847.458657676056,3128.342589622167,3741.6002950182883,-638.4902239699514,3798.122515522599
2466.0405104130487,12375.984126322533,5100.816878858037,5997.516735576778,-6320.227181273976,5144.180899199623
2308.3407485078433,12338.620606234204,2956.2081548314422,7551.2937607040085,-7637.324045522428,4478.042876112015
3276.464007374716,14896.588409603008,6604.104801668961,3601.523404958085,-3649.465707870947,320.90795485418664
1716.840546284553,10982.549211864025,2725.997096675923,3150.995728580017,-2319.4988764505765,828.8979061357686
2495.415098616464,11277.291313761269,3763.9140665298287,2687.079898237992,-2295.653987205529,-19.11453881533317
748.9676389246779,20885.79309365333,5054.712952816331,-262.47841082948145,183.77506911121367,314.228628147416
