accX,accY,accZ,gyrX,gyrY,gyrZ
844.4710932553196,14162.160229332347,10943.45098751972,776.205934423103,-64.69194673155931,369.46981590022784
1546.793159776565,4928.2655633388895,4726.011878287775,129.89694612774156,764.0656167793807,570.9244809172618
1034.3910833642603,16305.096694737871,7377.237130247077,-255.85484985509297,-206.65935948818029,285.0844025869751
1726.471913494283,7459.5959584460015,9462.919814863317,-249.06753814167703,196.07141419802647,485.1752596620977
451.8047596174265,11251.446123534188,7479.556074270241,-104.3016559683485,421.8903217996896,405.85006856933023
1156.5687233936583,14627.270986380809,6361.445748994054,-448.72658774352624,86.27766210954047,-338.6521178901963
968.5681602287815,13291.668871934065,8542.337401418436,396.92558326762105,129.50158299692922,361.0378092718502
1055.5304311958528,12006.698087358405,11511.133326495034,336.9198778405929,387.2044112533796,426.7044443096133
453.9110945237753,10815.78479431845,7437.635478683262,124.348195406918,97.40506249960808,454.96748429355375
-10691.574193846036,15076.211086991801,12112.457088294641,1512.1233731188895,-1502.4641743866418,6093.967891575993
-198.5316129112394,13445.96124814774,8255.738238840124,-43.153923607905085,-2073.860274667844,6249.263205778929
1134.7054046091087,18818.535917014986,9541.912348767399,1567.6263804583277,-2170.6181705989666,5371.724969624579
2961.828681698417,9805.08030047908,11646.50791412588,2159.160179322871,-3770.1538411542824,6960.282081001535
3575.2912376722934,10925.817564350862,9915.454021760368,1869.0359971785747,-3230.8680774824466,6148.491121421452
5375.901606564825,15398.671768288283,6469.296385430576,1298.1329851420905,-2431.271022929978,4194.714636045534
7455.3285773803345,11158.69120623353,6342.492108856546,1866.5102741037197,-514.1496685157651,5553.451482945351
4202.566834360673,17453.9948701578,4357.284563977131,-129.58492250885786,-325.6702120598005,1120.7414071774215
5199.841848784546,10721.270540045864,8126.651887619388,584.7305181645715,-996.3889713458673,1690.3767137567415
3183.766603261742,14308.794979801849,5925.111733458808,408.46613798118574,-573.965138321933,-1017.611997012771
3568.094474030283,12682.988686443483,8633.917802956306,-610.7527677019274,475.6910398089078,131.01141863295118
-1873.3914362759024,15361.164382005067,3214.906724573883,-7673.937451107499,1763.436331431341,-2207.246193711235
3201.443968886668,9684.91249216573,4957.034080608272,-12378.350689501443,-2526.6473744720074,490.4453631237041
