,accX,accY,accZ,gyrX,gyrY,gyrZ
3916.0280561122245,-1325.8116232463544,13592.360721442867,9843.246492985909,2183.4448897795537,-1836.9138276553076,3628.519038076146
3917.553106212425,3292.4729458916645,12336.769539077934,7529.202404809592,1992.6593186372752,-1790.288577154332,3390.1723446893734
3919.078156312625,2434.42084168361,12164.12825651302,7944.673346693304,1953.2024048096205,-1406.3707414829732,3056.472945891803
3920.603206412826,3309.2184368748603,12962.132264529213,7654.893787574772,1360.1603206411564,-599.9799599196895,2092.0621242483585
3922.128256513026,1309.3947895792662,13667.943887775698,8365.026052104207,1493.7975951903736,-449.35070140276,1979.8737474949849
3923.6533066132265,3632.8897795593584,12094.052104208367,7358.0681362724645,1100.9779559117887,-341.563126252473,1548.498997995955
3925.178356713427,1542.1563126255533,11505.587174349315,7840.464929860314,989.9438877755738,-369.28456913811897,1333.779559118164
3926.703406813627,3900.777555110166,11113.803607214533,6618.565130260657,813.3667334669444,192.6953907815623,722.4488977956062
3928.228456913828,4308.977955911421,12187.262525050171,6733.971943887893,329.43086172344374,938.7254509017489,-27.629258517033122
3929.753507014028,1634.7174348698427,12297.89178356717,7226.621242484982,243.92384769540104,487.1442885771812,47.07615230459896
3931.2785571142285,1021.5791583165919,13178.829659318937,7944.024048096369,408.3426853708188,327.8336673346803,430.9759519038598
3932.8036072144287,-4183.214428856569,11397.723446894885,5593.963927856668,2505.543086172019,-3946.2484969929455,2837.995991983512
3934.3286573146293,4194.156312625251,9006.965931863719,2156.7695390781337,1329.422845691386,-2812.4789579158396,2517.9138276553144
3935.85370741483,391.39879759440373,12151.422845691777,8295.5751503012,1296.440881763625,-1314.322645290511,2138.693386773586
3937.37875751503,1585.258517033857,11987.983967935314,7784.032064127834,1216.3346693386811,-1398.0561122245217,2276.955911823651
3938.9038076152306,2479.7194388776843,15475.639278557052,10200.873747494918,1796.3587174349377,-1175.48697394793,2283.3446893787614
3940.4288577154307,4080.577154308614,14547.991983968273,8733.803607215043,1604.9879759519108,-1216.7074148296633,2143.2505010020245
3941.9539078156313,3706.621242484962,11934.4288577154,5002.725450901769,1691.6533066132288,-1265.0040080160334,1898.4348697394753
3943.478957915832,3393.531062124135,12214.468937875452,6635.294589178147,1758.072144288547,-686.0060120240628,1673.5090180360426
3945.004008016032,3013.6833667334413,13137.08216432858,6176.424849699331,1709.7014028056005,-433.4368737475188,1533.6913827655358
3946.5290581162326,2642.6452905809747,13212.793587174066,6516.27254509,1758.0841683366434,-352.3827655311352,1480.8076152304666
3948.0541082164327,3900.1442885770593,13744.456913827591,8726.036072144336,1762.3426853707642,-274.7915831663122,1428.2144288577201
3949.5791583166333,3688.745490981899,13270.829659318568,7332.448897795508,1665.4408817635313,-493.8196392785635,1337.346693386769
3951.104208416834,2442.140280560514,12850.484969938872,7025.675350700065,1480.2484969938641,-369.19238476956616,1345.781563126312
3952.629258517034,817.9398797594768,11076.376753506891,3625.0260521041055,1522.6553106212123,-317.3146292585261,1372.1202404809737
3954.1543086172346,1714.1723446893848,12118.03607214415,6978.645290581122,1464.454909819587,-182.74148296599787,1533.5090180361126
3955.6793587174348,2440.945891783447,11831.85571142276,6844.392785571126,1641.1162324648485,-44.480961923935865,1526.6212424850105
3957.2044088176353,3398.9258517033522,14556.72144288582,8804.032064128194,1335.8737474949849,22.158316633243885,1783.4128256513122
3958.7294589178355,2170.9258517035705,13929.523046092509,7577.378757515169,1326.6032064128121,-474.34468937869315,1910.0480961923804
3960.254509018036,775.038076152252,10039.775551102155,3794.068136272508,1077.771543086169,-962.6693386773595,2112.667334669343
3961.7795591182366,4954.8697394791525,14971.286573146703,8524.160320641822,1191.3346693386557,-633.494989979954,1874.3867735470994
3963.304609218437,4812.31262525039,14392.384769538941,9036.569138276413,1351.44488977954,-894.9639278557243,1666.246492985977
3964.8296593186374,2799.927855711101,10457.955911823086,3759.3587174341537,1304.0080160320426,-1255.3126252505526,1407.31062124246
3966.3547094188375,4586.621242485198,13537.338677354948,8164.969939880197,1383.0581162324997,-865.2144288576133,1211.4649298597374
3967.879759519038,4359.350701402815,12972.232464929864,7853.082164328676,1351.6533066132279,-939.6032064128212,999.8396793587153
3969.4048096192387,3957.7234468942243,11675.326653306984,7037.362725451423,938.68937875761,-1039.1242484969162,1059.1703406812785
3970.929859719439,4493.795591182421,12192.328657314672,8588.280561122245,1134.593186372752,-526.1823647294796,753.1382765531102
3972.4549098196394,3085.1142284573943,11399.046092184886,7266.308617234983,874.3787575150645,-824.9158316632402,945.3006012023843
3973.9799599198395,4296.4408817636795,13893.675350701385,8695.15831663341,925.2044088176517,-595.5531062123991,834.340681362728
3975.50501002004,1220.1442885772449,11461.066132264627,7014.933867735597,792.0480961923777,-1166.6753507013855,1190.5390781563278
3977.0300601202407,-385.2344689383026,9320.432865732182,3801.659318637645,789.1182364729766,-1539.0881763528478,1385.1482965933292
3978.555110220441,-49.306613226624904,13491.150300601119,6714.060120240378,1141.268537074131,-2235.4909819639215,2090.7074148296524
3980.0801603206414,2756.561122244133,14477.771543086183,6741.723446893755,1370.68336673347,-2673.4509018036883,2017.851703406824
3981.6052104208416,259.80761523050387,14142.140280561205,5338.525050100447,1100.709418837735,-3507.288577154244,2333.7414829658806
3983.130260521042,2645.074148296706,15654.028056112184,5809.346693386789,1198.2925851703294,-3507.078156312613,2119.9098196392642
3984.6553106212423,3064.1683366737125,13714.33266533109,5916.665330661359,885.3466933868222,-3515.5210420841113,1941.2805611222375
3986.180360721443,6724.360721442867,14195.88777555113,6522.180360721433,846.8316633266559,-2999.5931863727533,1098.8877755511103
3987.7054108216435,4522.020040079442,12368.913827655153,5526.821643286239,531.0200400801114,-2836.0040080160725,480.71142284562666
3989.2304609218436,3266.3727454915534,12203.26252505026,6051.494989980296,425.03006012027527,-2650.581162324638,-101.85771543084047
3990.755511022044,7746.677354710435,14504.769539078561,7337.194388777998,439.050100200433,-2247.939879759463,-1116.460921843785
3992.2805611222443,1674.9659318637514,10935.863727454644,5113.138276552583,-285.6332665330683,-2877.0541082163895,-929.0761523046622
3993.805611222445,-2048.472945891808,10113.314629258504,6446.837675350696,-262.4989979959919,-3562.979959919843,-119.62525050099794
3995.3306613226455,3636.6813627258816,11835.863727454824,7896.048096192573,-91.7074148296324,-3761.466933867726,274.03607214433396
3996.8557114228456,3092.5611222446696,12155.535070140226,8558.845691382765,-14.2585170340667,-4088.2545090180042,1041.2665330660784
3998.380761523046,5420.400801602973,13578.73346693394,7429.250501002163,65.2264529058184,-3845.549098196406,721.9899799599534
3999.9058116232463,1214.1563126257533,13106.797595190532,8873.979959919743,-91.74949899796229,-4367.282565130183,1854.667334669175
4001.430861723447,6196.85771543052,13236.561122244391,6683.551102204403,178.1683366733414,-3548.372745490983,819.4028056112334
4002.9559118236475,110.7174348698245,11663.302605210483,6151.398797595095,141.09018036073576,-3633.0901803607358,1212.4028056112647
4004.4809619238476,1679.7194388781354,11811.535070140424,7139.382765531205,283.3987975951968,-4049.08016032062,1926.713426853661
4006.0060120240482,2160.4248496989567,12631.462925851782,6677.058116232489,449.5190380760737,-4349.933867735266,2291.633266532787
4007.5310621242484,1494.340681362086,13416.424849699346,5611.43887775582,-186.5410821643136,-2707.6132264529415,-128.99198396784232
4009.056112224449,8687.9038076152,14117.210420841759,6050.7094188378105,-385.25050100200133,-2612.0581162324816,-974.7955911823665
4010.581162324649,7531.9679358719695,14458.244488978307,7607.567134268822,-497.6573146292003,-2688.038076152382,-894.5791583166738
4012.1062124248497,504.416833667241,12002.54108216434,6463.342685370824,-554.2084168336601,-2482.899799599229,-657.3507014027709
4013.6312625250503,3707.3507014028146,12806.77354709449,5911.294589178928,-875.120240480981,-1237.4208416833135,-2094.498997996059
4015.1563126252504,7376.096192384604,13563.350701402847,6042.2685370741165,-1168.2124248497103,-416.9599198396945,-2656.861723446863
4016.681362725451,5641.298597194036,13756.56112224455,6954.284569138354,-1181.1162324649413,16.789579158353263,-2924.8917835671373
4018.206412825651,1362.444889779652,12464.032064128538,5934.180360721379,-1172.124248497002,759.1282565130223,-3167.6252505010307
4019.7314629258517,2771.398797595186,12087.535070140279,6476.104208416833,-841.0260521042092,-175.17034068136036,-1908.8436873747523
4021.2565130260523,3792.96192384795,11878.86172344706,6812.2645290580385,-571.4388777555164,-655.3567134268496,-1156.8116232465231
4022.7815631262524,10324.45691382707,13098.220440881705,4249.098196393024,-1184.6432865730835,692.0020040078748,-2734.8336673345148
4024.306613226453,4375.935871744234,12494.180360721559,6665.547094188169,-1733.2384769539367,1416.97194388783,-3335.242484970013
4025.831663326653,5980.120240481629,12426.35671342702,6224.0961923845825,-1857.8036072144423,1206.3206412826785,-3360.426853707506
4027.3567134268537,2895.6392785571334,12546.29258517034,6244.793587174307,-2250.156312625265,1288.693386773586,-3901.6553106212646
4028.8817635270543,7862.452905812675,12158.605210420752,5260.569138276602,-2898.7214428858288,2636.0120240481547,-4770.1302605211
4030.4068136272545,4864.7535070136655,12648.23246492981,5919.478957916028,-3032.432865731418,2394.140280561114,-4733.410821643221
4031.931863727455,3512.480961923153,11888.665330661148,7058.789579158749,-3720.9659318637596,3542.983967936019,-5925.298597194462
4033.456913827655,5091.126252505383,12116.32865731476,6474.50901803586,-3642.268537074277,3922.643286573242,-5820.208416833864
4034.9819639278558,1825.3306613225577,12417.138276553145,7897.034068136301,-2760.9799599198213,2989.2805611222175,-4412.795591182334
4036.507014028056,-792.3607214417425,12726.03607214435,9296.032064128067,-2551.0100200401585,2644.2424849700737,-4014.677354709539
4038.0320641282565,5923.310621242545,12055.126252504948,4823.863727454864,-2557.2044088176203,1798.486973947829,-3713.9118236472736
4039.557114228457,1109.9879759510513,13844.456913827657,8086.757515030593,-2904.104208416811,3557.33667334665,-4101.625250500943
4041.082164328657,4571.599198396951,12353.04208416834,6841.474949899781,-2658.142284569103,3234.390781563042,-3887.97394789574
4042.607214428858,2259.44689378745,13522.28456913842,7567.6392785571825,-2601.995991983928,3142.6953907814723,-3707.7515030059417
4044.132264529058,4163.094188377614,12449.39478957912,4754.5811623238515,-2644.735470941884,1911.074148296399,-3203.0601202405164
4045.6573146292585,2970.7414829658956,12592.336673346694,7131.126252505026,-2744.22645290581,2719.072144288578,-3170.232464929858
4047.182364729459,3304.5050100202043,11373.466933867858,5595.551102204381,-2943.2324649299944,1371.066132264728,-3192.0581162326316
4048.7074148296592,6954.741482965563,10795.647294589324,4401.218436873884,-4392.090180360616,3475.164328657163,-5121.282565130112
4050.23246492986,3572.865731462607,12390.7014028058,8584.529058116455,-4452.232464929812,5322.707414829577,-6184.655310621214
4051.75751503006,1461.1783567133316,12431.511022044418,8062.244488978475,-4151.8116232464745,3522.6372745493572,-5899.156312625264
4053.2825651302605,-1142.933867735448,13157.835671342682,8223.254509018023,-3655.537074148291,2484.8977955911646,-5155.931863727448
4054.807615230461,442.56513026065295,13607.326653306765,8258.0921843689,-3155.062124248435,1200.044088176237,-4407.46492985961
4056.3326653306613,4922.72545090194,10991.93587174335,5352.152304609102,-3473.6232464929817,-32.991983967967826,-4949.2825651302555
4057.857715430862,-2372.5130260529386,12552.681362725474,8477.298597194664,-2466.2985971942403,-1745.074148296881,-3480.1282565128113
4059.382765531062,-1010.2925851734999,14370.132264529764,8342.837675352244,-1541.9839679356996,-2882.1002004005777,-1951.4188376750972
4060.9078156312626,-2862.3647294595867,13048.593186372818,8562.573146292882,-774.4589178356055,-4470.364729458946,-651.3246492984927
4062.4328657314627,5727.462925852156,12719.73547094208,5485.4108216429995,-1488.7795591182103,-3729.7294589179637,-1492.839679358688
4063.9579158316633,5469.787575150263,12580.681362725436,5479.647294589209,-2010.9258517033873,-2123.561122244544,-2431.95591182361
4065.482965931864,-752.0561122208019,12357.258517033595,7254.260521040182,-1101.0200400803442,-3622.861723447015,-621.6813627257361
4067.008016032064,3088.833667337094,13890.49298597148,8549.531062123067,-2332.53106212453,-312.74148296546355,-2711.0180360726163
4068.5330661322646,-6383.791583165092,14949.627254508689,11542.50901803527,-9.152304609213843,-6079.749498998234,1233.344689378771
4070.058116232465,5404.334669345984,12127.711422844288,4642.773547089855,-520.6873747504887,-6497.933867734553,759.5991983953463
4071.5831663326653,15608.496993988458,10737.226452905703,1338.965931863364,-3952.328657314637,1892.9979959918446,-5121.284569138264
4073.108216432866,-22925.843687369488,15316.288577153742,20046.877755508576,162.683366733394,-3576.316633266606,895.1863727453165
4074.633266533066,4230.973947895851,12362.132264529057,7463.310621242452,-208.86773547094344,-3248.741482966041,-147.81963927853712
4076.1583166332666,3427.0541082163218,12548.969939879742,7359.927855711452,-216.0,-2014.2685370741383,-360.6332665330665
4077.6833667334668,2565.8757515029574,12504.272545090149,7534.86172344692,-196.86573146293085,-1637.0861723447633,-377.6673346693351
4079.2084168336673,2685.1382765531034,12548.320641282564,7277.162324649298,-236.08416833667343,-1206.276553106211,-444.62525050100203
4080.733466933868,1893.7715430860335,12430.933867735472,7385.627254509058,-242.53306613226414,-1122.4108216433024,-433.0641282565093
4082.258517034068,1320.480961923895,12442.364729458932,7579.647294589173,-265.0,-1167.6072144288482,-303.86172344690567
4083.7835671342687,473.29058116227134,12347.014028056119,7695.5511022044175,-222.68737474949285,-1492.801603206446,-24.7194388777325
4085.308617234469,4115.591182362799,9537.94789579295,4388.104208418405,-687.519038075925,-2066.837675350613,-242.23446893764458
4086.8336673346694,20259.6633266536,10733.603206413114,904.09619238491,-4357.394789579263,9327.55711422892,-6274.501002004205
4088.3587174348695,1912.5611222440639,12380.06412825676,6391.599198396896,-62.545090180226,-4370.314629258523,908.1543086173288
4089.88376753507,24508.66533066015,11665.579158316636,-866.2284569134463,-4182.476953907611,5850.0961923842115,-6256.527054107839
4091.4088176352707,-13539.863727453689,13545.02605210415,15733.875751501779,-908.2585170337297,68.08817635132436,-1014.911823646602
4092.933867735471,5601.571142282639,12600.937875751599,5553.97194388846,84.00801603212676,-3706.1202404812557,943.6292585171723
4094.4589178356714,4345.619238476966,12398.62925851703,7584.352705410807,88.3967935871724,-2881.9619238476507,546.0581162324502
4095.983967935872,4853.523046092283,12391.551102204416,6853.683366733319,-33.31663326655871,-1583.300601202187,65.56312625242026
4097.509018036072,6918.7975951915505,11736.937875751359,5772.320641282007,-1841.603206412874,3608.102204408786,-3172.3887775551893
4099.034068136272,3088.2965931860963,13237.058116232627,5663.454909819644,162.18036072156974,-2387.8396793594293,230.52104208429228
4100.559118236473,3572.3607214426156,12550.156312625157,6415.110220441362,-323.9759519038489,389.8977955914452,-308.59719438885804
4102.084168336673,2603.086172344665,12472.929859719432,6770.813627254523,-462.5551102204463,1126.1903807615417,-389.8416833667343
4103.609218436874,2280.825651302621,12471.543086172322,6973.426853707402,-588.1863727454711,1564.0661322644592,-414.8396793587126
4105.134268537075,2036.5050100202861,12547.535070140184,7134.20440881767,-668.4168336673429,1916.7675350703194,-376.61122244489525
4106.659318637275,2633.2264529058484,12321.803607214417,7389.883767535124,-703.7795591182421,2456.7735470942453,-419.3066132264621
4108.184368737475,2912.424849699397,12291.911823647286,7635.799599198392,-709.3687374749497,3074.234468937837,-503.28056112223567
4109.709418837675,2509.1863727456985,12416.8897795591,7523.414829659399,-696.102204408825,3673.3126252504007,-616.4108216432751
4111.234468937876,1977.9318637274373,12352.360721442841,7717.210420841755,-657.2484969939833,3937.8256513026463,-644.2484969939833
4112.759519038076,2168.9699398797675,12314.989979959922,8068.056112224454,-585.7575150300581,4141.458917835675,-628.2024048096191
4114.284569138276,2596.0,12288.488977955894,8272.128256513053,-414.5090180361194,4554.414829659195,-833.9158316632484
4115.809619238477,2346.6372745489753,12356.192384769547,8162.853707414815,-180.2745490981497,4877.899799599178,-1130.5791583166656
4117.3346693386775,1217.1623246492818,12339.98396793587,8369.29058116232,-50.21442885770375,4563.767535070117,-1144.5450901803488
4118.859719438878,1135.4388777555105,12376.705410821636,7976.601202404869,64.88176352704522,4157.414829659365,-1066.8056112224476
4120.384769539078,928.2565130261864,12395.398797595153,7612.601202404847,77.76753507014473,3503.9358717436553,-983.0681362725682
4121.909819639279,494.7254509017439,12430.164328657309,7435.903807615199,52.80360721442412,2901.3587174347795,-848.8296593186114
4123.434869739479,529.3867735470958,12389.747494989977,7244.016032064123,-21.35070140280459,2394.444889779571,-703.0360721442912
4124.959919839679,461.6032064128376,12305.771543086215,7378.71743486973,-53.43887775550684,1760.434869739609,-579.1663326653543
4126.48496993988,919.6713426854694,12445.338677354724,7256.585170340622,-120.85771543088777,1342.280561122181,-444.08216432863264
4128.01002004008,1269.1382765531744,12481.202404809628,7347.591182364697,-192.96192384770256,1034.9519038075478,-396.75951903807436
4129.53507014028,1746.0841683368271,12486.565130260562,7248.024048096071,-298.70140280560736,404.7895791582214,-368.1843687374767
4131.060120240481,911.6312625251667,12410.885771543108,7309.290581162364,-326.44288577155385,526.0360721441994,-284.1963927855577
4132.5851703406815,1528.1683366734615,12432.593186372738,7527.759519038118,-330.2745490981906,254.15030060117624,-261.85170340681543
4134.110220440882,1955.2144288577256,12395.150300601206,7555.935871743481,-338.7955911823665,240.71543086171732,-294.16432865730894
4135.635270541082,1653.7955911824756,12356.0,7665.73947895789,-293.6833667334822,370.33867735467174,-359.6232464929817
4137.160320641283,1819.0621242486595,12368.793587174343,8079.478957915795,-242.57915831661467,470.69539078157686,-385.5430861723653
4138.685370741483,2186.3406813627225,12398.605210420843,7925.394789579157,-179.7755511022042,632.3106212424882,-526.1883767535091
4140.210420841683,1723.6232464930908,12361.258517034057,7887.398797595262,-90.2124248497039,656.9599198397091,-579.4188376753455
4141.735470941884,1397.8837675350733,12440.12825651305,7698.244488977976,-81.88376753507328,467.3887775550593,-600.412825651305
4143.260521042084,842.1643286571634,12409.715430861732,7490.452905811617,-88.18637274550201,-10.174348697502865,-452.8817635269879
4144.785571142284,-41.146292585173796,12412.865731462934,7370.30060120242,-191.7074148296524,-910.3106212424382,80.26052104205883
4146.310621242485,516.3126252502407,12349.394789579135,7372.729458917776,-220.56112224447497,-1162.4849699398765,295.4328657314345
4147.835671342686,925.2585170340608,12367.943887775546,7762.813627254589,-208.06613226451918,-1161.3146292585152,401.496993987992
4149.360721442886,1240.3286573146288,12384.400801603202,7714.94188376754,-169.4248496993996,-1046.7955911823692,487.61122244488706
4150.885771543086,971.6392785572098,12402.853707414848,7826.412825651234,-114.36873747496429,-999.4589178356619,557.8016032064043
4152.410821643287,761.2104208416713,12380.649298597215,7622.765531062061,-95.96192384768801,-1028.3246492986073,689.4549098196658
4153.935871743487,826.1002004008078,12494.613226452911,7497.026052104207,-84.87174348697408,-1210.7134268537193,813.6773547094244
4155.460921843687,1037.803607214315,12502.40480961922,7367.310621242461,-152.74949899798958,-1386.9919839679333,905.4288577154202
4156.985971943888,1438.6533066132688,12481.010020040048,7396.505010020024,-184.78957915832325,-1480.765531062163,949.7755511022115
4158.511022044088,2031.4709418837592,12422.484969939887,7912.456913827631,-93.20641282563884,-1247.4789579158078,734.8496993987874
4160.0360721442885,2196.8016032063897,12352.328657314618,7866.412825651307,-35.48496993988374,-1137.3987975952077,660.1503006012099
4161.561122244489,2414.0440881763643,12441.066132264546,7819.511022044091,36.98396793585107,-891.4208416834117,516.6653306613662
4163.08617234469,2231.6553106212414,12425.17034068138,7639.9278557114485,82.05210420841377,-841.3987975951723,351.2785571142067
4164.61122244489,2166.877755511021,12460.440881763527,7643.318637274548,92.78156312625288,-749.6052104208411,251.27254509017985
4166.13627254509,2558.6933867734515,12448.176352705395,7429.2745490982015,116.18436873748215,-662.6593186373393,99.60120240483866
4167.661322645291,2983.1663326653907,12449.739478957887,7369.675350701378,72.16032064127103,-184.4388777553595,-83.31062124253458
4169.186372745491,2724.064128256403,12335.110220440896,7344.128256513039,74.0681362725445,280.6913827655371,-275.6052104208502
4170.711422845691,1645.819639278623,12467.302605210414,7426.30861723447,45.1002004008069,313.751503006014,-333.57715430861754
4172.236472945891,1377.402805611142,12534.188376753482,7246.789579158496,-14.855711422771492,406.46292585160154,-311.1763527054318
4173.761523046092,1329.0501002003439,12607.414829659327,7008.336673346719,-210.16032064130013,588.9539078156304,-260.8156312625215
4175.2865731462925,1380.1923847695289,12548.58517034068,7054.316633266531,-339.4869739478927,559.6152304609195,-191.82965931863873
4176.811623246493,1517.2745490982052,12472.344689378791,7206.613226452857,-432.639278557097,647.1322645290384,-165.7535070140293
4178.336673346694,1355.2945891784184,12449.226452905801,7525.747494990021,-422.6933867735497,728.5871743487223,-128.8897795591074
4179.861723446894,1507.5751503006031,12438.340681362726,7721.747494989988,-408.1803607214415,778.1382765531062,-107.0
