accX,accY,accZ,gyrX,gyrY,gyrZ
-2211.5030205864573,12284.07213987712,7427.970153427482,-175.83580849092627,123.86572637684243,21.90060101725326
-2351.7581625448574,12201.60535870734,7401.554033853925,-170.4699596017316,185.8208569985805,17.800331056862444
-2541.211232225552,12224.88439560806,7278.150397829046,-206.80209127051012,228.02875820564876,48.914425707675065
-2619.4894704785834,12269.449269278295,7202.282579534441,-254.12547713370498,169.1975354425005,87.27671076675001
-2540.5656922864973,12271.515888988144,7209.685060873039,-314.3112088128741,112.90189066558297,142.47180065060786
-2623.7198156944937,12199.040099107324,7305.881567286121,-343.8281501240337,-73.92953662952826,182.7699315277252
-2459.450926377063,12206.64864840153,7414.152474275354,-386.40842371140565,-148.90717604302108,218.7434985620446
-2268.6809847171417,12156.326528011774,7708.117249310424,-347.408338505741,-116.86729215492932,217.5376910852745
-2177.9445454186903,12159.999996902563,7731.790787376247,-297.86599841096285,-123.47712913482106,205.3059023304367
-2170.203517359021,12254.040052470407,7746.854708067643,-242.54731847153016,-105.18848864586569,176.13067399870786
-2057.452979849656,12179.10621392938,7612.039863624517,-176.88590190601244,-70.0491410947269,140.0430697722646
-2123.7483265359333,12223.96985807984,7605.704526847703,-135.8911671933806,44.148237414839116,103.37144298238537
-2279.6410305775867,12145.963402526797,7446.38099566485,-149.9480600921652,165.47895516073464,77.45805067644645
-2395.3638076777697,12321.364816505718,7263.749001732317,-163.76661524364343,150.31281108959254,75.77412816284003
-2317.5551153493348,12300.869843496925,7267.319844198045,-204.52132916788847,176.05277585199195,79.24021293437829
-2258.0421478648414,12227.703752524263,7418.198680633453,-231.32134201119607,240.32203687037426,62.78958728738289
-2227.9929013741857,12306.299257918377,7373.643071971447,-253.05749107707553,364.96917820432674,47.17862735088853
-2292.812660025662,12133.28414293542,7377.604016964978,-282.84006100713054,432.1953856048,23.235356167438436
-2332.5742977757077,12259.324775584932,7156.470221529193,-302.69898458550784,514.2413799453439,47.78554214316061
-2484.0541117242456,12180.731760114446,7365.922785997746,-344.02947046625115,588.6663570735134,86.31716058284027
-2224.435980008121,12157.002176397864,7515.316952380889,-312.4673358654128,425.0277416827285,70.69736289276038
-2011.3081693557556,12167.295293589345,7457.582361773663,-306.9328234687049,376.07169301517627,-14.990269813119445
-2680.294705874363,12249.126405543435,7597.074228929117,-303.0551904056656,356.85448127814834,41.31886928188808
-2452.1938792407113,12220.806339973627,7529.622971308833,-282.7866535281622,316.7241776841942,25.696370800266354
-2569.3791366927135,12234.640423377516,7257.654287619398,-288.4353870790449,242.6185863438565,81.08548199121347
-2406.6107392096433,12247.390039209522,7189.650705992468,-312.74494857561746,159.19871321431467,85.62094709815659
-2417.4105780060513,12229.424433797705,7264.652111832328,-330.0621905685341,74.70562916104863,96.8151877608128
-2458.057403369256,12173.357550969491,7453.197536592552,-374.0919405704545,2.000901458370679,96.91720084876074
-2372.1450836792114,12233.147298831984,7432.635706882217,-351.5853344756714,-84.59420250671282,117.32298552840925
-2396.7684229330357,12192.800146955968,7575.232958953469,-310.6045815255035,-107.99111026529718,99.63568328437096
-2234.22830145606,12164.354471531089,7573.0442625626565,-282.67484621282256,-69.3612452380766,123.68799727250159
-2402.8968933274164,12195.21877580328,7481.076579641909,-294.70473717768067,35.64233219012098,112.85915509533879
-2427.944499543282,12233.847028992564,7437.805821848585,-280.1583451495019,-3.424633798509307,128.96969542470936
-2404.5049733902974,12223.835207708451,7511.154983538802,-245.4060430156209,-32.300466547686334,151.43929906324772
-2377.654293741174,12200.588627060357,7333.055914825726,-226.37655970174393,-29.519721204001858,163.26676962244454
-2407.0080511556034,12244.696691130752,7317.293081679576,-269.5162738986982,5.931488153965425,160.79981430759617
-2355.171042137673,12225.790398076306,7331.402433635403,-277.0146666882868,-3.9622701259496163,154.7478397175083
-2207.3836368404613,12208.067900553024,7529.979838597665,-297.98852188999604,64.83953297858844,160.23377144548766
-2414.0332707148004,12188.14635419838,7427.149406620869,-312.309081673329,49.34115514049107,146.82055039021168
-2349.2744909439384,12223.583466211696,7425.863494368452,-305.77495538871074,31.03196771507271,125.06704149213667
-2352.554752572966,12167.57145048512,7358.462671550873,-325.9757375849337,12.573390977925689,142.61312672679358
-2265.9358850719223,12214.178554286367,7462.309208939357,-317.0628933688207,-42.813230145928586,122.38978495101121
-2186.0558610264397,12227.340978526196,7715.975609875531,-311.2963790132846,-30.353565337908723,78.79689153353702
-2179.755500590131,12147.341922040277,7624.09038285485,-241.32765482295486,14.73547996981419,31.670735331597776
-2421.109913071758,12144.749004244539,7448.127340475601,-217.26515539446257,0.6940591493825579,24.217711459434852
-2442.262871007399,12295.758536003788,7397.7695926614,-189.1783995223843,-20.52224815416118,40.67400092531295
-2312.395573008126,12243.626645098131,7470.773064011757,-197.29307180031176,16.759754582404714,24.050462274931274
-2257.777835289038,12111.450233855381,7476.61397852671,-190.52259821169415,42.56506420629519,22.893393657557436
-2215.5336651194098,12163.733039725937,7429.770519665603,-169.3654390679147,112.36094441133808,12.264325762449278
-2367.800403281865,12295.32017904794,7382.255417205782,-163.86398574834598,135.27670967694897,8.883909913209775
