accX,accY,accZ,gyrX,gyrY,gyrZ
2014.4501797938767,10991.052545991293,10132.246238402658,-548.2369568772524,606.4102634158575,181.38500472424835
1809.8136074702197,14151.600571939716,8202.017172145159,-115.67119863053368,292.4858280948048,63.5068518578928
1553.092088222383,9318.88979198154,9296.261595697608,73.22032540135484,845.1830730182389,620.9721818947803
1946.7396071598573,9837.14049785051,9797.201530606517,-158.33429519766602,617.0789011626139,-571.8627201680714
1747.8349305776676,13848.360864014443,6497.665286092277,29.238722000612924,1027.3514743183648,362.63344249716295
1343.0409057342986,14603.34382157791,6853.679599004701,-5.110625936270708,-440.4353416703484,1037.9595853238932
1029.3507024537932,10113.091274705224,7305.790928039953,10.341867199465497,-2054.7424049694614,1213.2825219816013
2360.0299472146717,15741.814468536637,6700.578486710919,213.2190011754942,-2676.0313028267415,853.1719508289711
2787.7861820641697,13485.032870619225,6955.543237174803,1116.7156161595365,-3126.265001692834,-754.8195814553303
2674.8042726116787,11291.784088780758,6902.166042452535,1226.9060358015658,-4882.737701246439,1464.258070250335
3666.31618237965,13296.707756414702,5866.103754256095,1908.5238650317074,-4698.0693274567875,639.0063814520647
4259.193808894452,11264.44236976393,7979.820944426276,1417.2362808710395,-3532.8215042521556,875.2588225707152
2433.680905233117,11410.858887921671,6001.671803489991,2116.360194463384,-3536.015427931984,1671.223720944463
1634.2812731780493,6840.183367126932,6210.9586842917915,5345.5581196427775,-2178.244644548481,4520.265416475445
4681.549091954874,13191.428793869976,7068.255678591771,3784.112855550091,2245.499951375421,3192.743110679179
1004.1910783683849,8703.788432619902,8956.051922120494,3699.70425535382,2941.4766575798017,2907.53364684841
3164.3123181691426,13641.965350788025,6042.824524731022,2559.884280568708,6397.390192559762,3052.0878050725914
133.6779728781837,11984.911719135906,8174.054917884496,1742.2981970139267,5485.392882839837,2641.7000522501194
-4771.756293785356,11947.205114455615,4355.018027938128,152.53766747515968,4337.022640624946,1768.288808971236
6896.720489721413,14452.219992543418,9611.99327000569,-1150.9801051938368,2707.371099479847,1468.2248039898598
4046.8576880423134,11093.687188910255,8501.779639717042,-2247.7972587774125,7191.903754716158,-739.0544907073636
2982.6970323874148,12511.906863513517,7415.964384999254,-2932.141501380363,3882.364326883315,-1564.2132637045365
1656.5732630497203,14695.805960129646,5599.950514595123,-2770.6262625446834,1462.2415282359575,-1902.471518191113
107.27087839112352,9980.381699807549,6081.979376858767,-2701.096609551477,-735.2175628516111,-132.51791424533508
11284.822138810983,8305.817412828515,3739.016060428817,-4396.799366000489,-2148.6677203671156,-2368.9804076354767
5922.177368756951,10132.288738170826,8752.707559146078,-6589.155351627377,4078.407104128019,-6874.891504407166
-1190.6048959475415,12641.57356039054,9251.190666033684,-1923.4271796788105,-6.435604242341498,-3903.600305071677
593.7137998716875,16557.414631848293,8687.783757534567,-2657.9760409241107,-4422.943510228952,-2154.100866783467
539.6247568213684,16997.329521219843,6852.356943002393,-1429.09212944933,-929.472738799269,-7006.995965466762
-2983.2695734122476,12531.002147035388,7522.694215154685,-820.0412428107362,-7672.965270708446,-4672.698910694557
4820.5602403210405,14660.455360932887,3971.599303029272,787.4726818000102,-3205.3599226772494,-385.0223760806515
5085.684806530886,7045.799016441122,8060.578214914378,270.8256470489572,-831.2726289015412,-1370.0391649651765
-3205.8608783472555,8708.45152887073,11324.061637668041,-971.0107900877972,-329.75533577944293,2094.487102970359
772.3036050604043,27741.68680100092,7945.65163335078,-11738.732067811838,-9547.020994760114,11036.78224062635
2489.9914658872644,3553.9209986385818,6823.820551374201,-8058.090365358742,-15576.691210949419,6100.92652213532
