,time,accX,accY,accZ,gyrX,gyrY,gyrZ
2418,523,3280,13768,5232,-1048,-2272,-1916
2419,527,3856,14232,6280,-875,-2829,-1431
2420,530,1492,13560,5980,-935,-2264,-1202
2421,534,3544,13756,5660,-992,-2010,-1608
2422,538,1740,13472,5784,-1084,-1404,-1527
2423,541,1352,13844,6008,-1130,-1413,-1582
2424,544,1460,13492,6384,-878,-1855,-903
2425,548,4272,13160,4580,-1111,-1789,-1777
2426,551,4940,12800,4760,-953,-1607,-1515
2427,555,5084,13728,5784,-903,-1605,-1517
2428,558,-316,13356,6588,-748,-1230,-1127
2429,561,4776,13828,4940,-787,-1925,-1447
2430,570,4228,13452,5380,-849,-1688,-1878
2431,574,-1860,13420,8144,-518,-1786,-695
2432,578,5804,13652,4456,-740,-1657,-1704
2433,581,1468,13456,7508,-569,-1632,-1313
2434,585,3960,13672,5924,-631,-1637,-1272
2435,588,2828,13100,5840,-533,-1346,-1170
2436,591,1648,13588,6756,-387,-1705,-576
2437,595,1564,13388,6400,-386,-1730,-459
2438,598,2236,13520,5780,-454,-1689,-830
2439,601,3640,13480,4944,-497,-1918,-953
2440,605,3544,13512,4868,-528,-2088,-1094
2441,608,2184,13540,5620,-562,-2208,-1004
2442,612,1912,13812,5768,-608,-1752,-1191
2443,615,1160,13412,5932,-507,-1702,-841
2444,625,3692,13328,5788,-182,-1808,-97
2445,628,2796,13296,6340,-129,-1609,93
2446,631,3956,13588,5756,-108,-1631,22
2447,635,3020,13644,5940,-97,-1324,85
2448,638,2852,13624,5636,-24,-1251,239
2449,641,3296,13736,5484,-85,-1103,124
2450,644,3316,13768,5624,-117,-860,59
2451,648,3540,13656,5636,-133,-592,-93
2452,651,3284,13544,5760,-150,-338,-169
2453,654,2564,13616,5780,-185,-198,-206
2454,657,1768,13780,5680,-164,-174,-149
2455,662,1328,13764,5600,-232,-320,-40
2456,665,1356,13692,5396,-250,-506,51
2457,668,1588,13656,5680,-265,-663,184
2458,677,2872,13744,5688,-303,-361,155
2459,680,3004,13608,5740,-335,-122,93
2460,684,2908,13604,5820,-327,76,63
2461,687,2788,13576,5696,-318,206,17
2462,690,2592,13628,5700,-342,283,-21
2463,693,2160,13664,5520,-356,273,6
2464,696,2068,13700,5612,-371,339,43
2465,699,1940,13620,5836,-357,329,66
2466,703,1772,13592,5944,-352,312,128
2467,707,1864,13644,5924,-336,327,208
2468,710,1672,13620,5928,-325,392,264
2469,713,1292,13652,5800,-336,335,369
2470,716,1056,13744,5716,-342,231,545
2471,720,812,13624,5768,-361,-51,693
2472,723,716,13572,6020,-297,-365,866
2473,726,1204,13652,5912,-305,-554,1024
2474,735,2244,13644,5820,-239,-747,1103
2475,738,2296,13660,6060,-261,-712,1138
2476,742,2468,13664,5852,-220,-627,1149
2477,745,2440,13704,5736,-243,-672,1128
2478,749,2760,13656,5864,-263,-648,1099
2479,752,3236,13500,5840,-233,-455,1000
2480,756,3524,13552,5752,-253,-463,848
2481,759,3808,13624,5864,-248,-447,694
2482,762,4044,13592,5804,-248,-382,496
2483,766,4180,13600,5652,-231,-265,249
2484,769,4444,13568,5744,-258,-108,22
2485,772,4440,13652,5696,-283,111,-207
2486,775,4300,13528,5636,-298,200,-467
2487,779,4028,13564,5648,-290,246,-645
2488,787,3200,13676,5540,-333,459,-976
2489,792,3216,13760,5420,-372,624,-1058
2490,795,2988,13724,5236,-474,702,-1145
2491,798,2952,13800,4856,-535,907,-1152
2492,802,2064,13688,5496,-568,967,-1156
2493,805,2080,13716,5252,-641,1112,-1085
2494,808,2352,13708,4764,-764,1393,-1026
2495,811,2452,13816,4672,-890,1640,-1014
2496,815,2232,13808,4668,-1086,1900,-959
2497,818,1904,13804,4680,-1237,2075,-921
2498,821,2016,13856,4712,-1417,2312,-841
2499,825,2208,13896,4316,-1610,2597,-812
2500,828,1952,13800,4168,-1799,2908,-745
2501,831,2024,13928,4068,-2040,2976,-665
2502,855,-2192,14808,8244,2923,211,7986
2503,858,4948,14384,3644,2601,207,7460
2504,862,3960,13076,3984,2465,593,7364
2505,865,1660,13912,6284,2672,596,7656
2506,868,6068,14112,3340,2055,394,6736
2507,871,5200,14132,5080,2026,750,6242
2508,876,4420,13768,4940,1875,746,5812
2509,879,872,13528,7596,2495,508,6482
2510,882,3428,13504,5908,2816,-376,6525
2511,886,4644,13140,5388,2829,-740,6324
2512,889,3304,13556,7468,3404,-530,6653
2513,892,3700,13424,6360,3481,-513,6607
2514,895,4568,13400,6056,3569,-332,6451
2515,899,3588,12764,5356,3929,-199,6681
2516,908,7484,13548,3752,3442,262,5192
2517,911,6144,13212,4612,3237,816,4727
2518,914,6064,13120,5952,3256,1367,4318
2519,919,5236,13396,5168,3248,1355,4058
2520,922,5432,13680,5428,3119,1312,3453
2521,925,6684,13252,4216,2765,1223,2738
2522,928,3680,14140,6164,3002,1693,2911
2523,932,4964,13080,4528,3060,1402,2789
2524,935,1860,14564,7268,3476,1390,3227
2525,938,784,13128,6148,3865,895,3868
2526,942,1256,13448,6400,4221,348,4398
2527,945,1868,13232,5444,4355,-83,4748
2528,948,4256,13836,3828,3956,-274,4435
2529,951,4196,13696,3896,3687,287,4224
2530,955,1480,13252,5460,4118,841,4803
2531,964,4248,13972,4384,4280,795,5087
2532,968,4308,14292,4332,3940,964,4908
2533,971,5224,13940,3788,3485,1776,4458
2534,974,3436,14004,5380,3250,2236,4237
2535,978,1236,13112,7508,3741,2628,4744
2536,981,2100,13916,6468,3875,1950,4930
2537,984,368,13500,7648,4596,1727,5810
2538,987,1748,13992,5944,4637,1374,6004
2539,991,5036,13836,3968,4201,1711,5578
2540,994,5704,14088,3316,3715,2491,5085
2541,997,3736,13300,4760,3704,2806,4921
2542,1001,4200,13552,4356,3498,2762,4778
2543,1005,3960,13300,3308,3241,2890,4329
2544,1008,4544,14224,4620,3185,2823,4157
2545,1017,3944,14408,5012,2563,3394,3101
2546,1021,-596,13612,8112,3266,3347,4136
2547,1024,2408,13992,5708,3412,2658,4128
2548,1027,4180,14308,4912,3294,2666,3906
2549,1031,4028,13872,5560,3413,2953,3865
2550,1034,532,12824,7400,4153,2971,4704
2551,1037,6208,13492,3876,4227,2029,4740
2552,1040,4552,14160,4356,3944,2222,4218
2553,1044,6016,13792,3560,3484,2908,3685
2554,1048,7120,14400,2640,2918,3242,2886
2555,1051,6356,13904,2816,2714,3274,2496
2556,1055,1868,13936,5996,3252,2781,3168
2557,1058,516,13876,6292,3768,2539,3843
2558,1061,4216,13780,5280,4084,2024,4285
2559,1070,3556,14384,5672,4513,2440,4884
2560,1074,5400,13408,3660,4424,2523,4696
2561,1077,6296,14744,3456,3955,2828,4058
2562,1080,4832,14172,4528,3874,3065,3836
2563,1084,3136,13580,5280,3947,3598,3793
2564,1087,3924,13352,5036,4115,3488,4019
2565,1091,3820,13360,4620,4220,2827,4241
2566,1095,5820,14664,2592,3628,2932,3447
2567,1098,5288,14392,3376,3192,3250,2794
2568,1101,4816,14804,2592,2764,3001,2453
2569,1105,5944,14788,1732,2261,2756,1737
2570,1108,-140,13848,5544,2268,2562,2062
2571,1111,2744,14200,4444,2447,2098,2387
2572,1115,5016,14064,2836,2050,1955,1849
2573,1124,5160,14636,3372,1962,2091,2071
2574,1127,4308,14392,3852,1815,2011,1985
2575,1131,3524,13924,3872,1586,1840,1802
2576,1135,156,13536,5984,1792,1882,2227
2577,1138,6484,14512,2292,1439,1857,1488
2578,1141,3880,13896,4592,1570,1869,1831
2579,1145,3532,14376,3424,1122,2342,1159
2580,1148,3964,14708,4428,1080,2559,1090
2581,1151,6904,14492,2040,646,2473,590
2582,1154,1896,13880,5440,803,2589,1036
2583,1158,1700,13772,6072,1399,2297,1911
2584,1161,4304,14076,4664,1674,2063,2288
2585,1164,1744,13644,5568,1879,2476,2543
2586,1168,5500,14468,4044,1801,2665,2344
2587,1178,1568,13976,4648,1305,2634,1542
2588,1181,5444,14128,3388,1286,2291,1360
2589,1184,3676,14320,4948,1279,2138,1347
2590,1188,-692,13480,7724,2050,1648,2560
2591,1191,7032,14200,2672,1974,1408,2272
2592,1194,4780,14244,3728,1379,1578,1360
2593,1198,6100,14504,2252,826,1629,451
2594,1201,5008,14056,3304,831,1103,521
2595,1204,4592,14724,2320,430,1100,-87
2596,1207,912,14144,5828,669,1198,426
2597,1211,5684,14676,2272,411,1015,15
2598,1214,5088,14520,2644,-8,904,-350
2599,1218,2092,14376,4104,-161,797,-369
2600,1221,416,14080,5024,-37,191,22
2601,1230,1248,14340,4400,161,-1175,1070
2602,1233,1128,14204,4472,231,-1603,1449
2603,1237,1120,14320,4444,229,-2176,1818
2604,1240,1588,14204,4208,288,-2622,2136
2605,1243,2144,14208,4356,310,-2889,2390
2606,1247,2844,14296,4456,362,-3056,2619
2607,1250,3476,14300,4156,405,-3069,2776
2608,1253,5112,14384,3772,394,-2753,2740
2609,1257,5832,14408,3492,283,-2214,2641
2610,1261,6272,14488,3428,207,-1585,2441
2611,1264,6280,14504,3400,97,-1096,2250
2612,1268,8344,14636,2124,-115,-701,1825
2613,1271,7176,14776,2844,-407,9,1360
2614,1274,7292,14732,3180,-521,412,1094
2615,1297,-376,21052,5640,-9038,1852,-6162
2616,1300,-5412,20280,7788,-8582,12,-3785
2617,1305,-3148,20664,4908,-8643,-2156,-1841
2618,1308,532,20568,1984,-9735,-3271,-776
2619,1311,3108,19636,1388,-11135,-3543,-400
2620,1315,2604,17448,2768,-11917,-3574,-70
2621,1318,628,14752,4476,-12154,-4113,425
2622,1322,-164,13332,5496,-12031,-4885,919
2623,1325,688,12164,5564,-11737,-5275,1293
2624,1329,1964,11336,5112,-11391,-5059,1412
2625,1332,3748,10384,4708,-11041,-4429,1280
2626,1335,4424,10036,5036,-10632,-3849,1031
2627,1339,4296,9616,5940,-10133,-3294,690
2628,1349,5108,9252,7404,-8448,-2025,-81
2629,1352,5684,9700,7248,-7949,-1535,-330
2630,1356,6200,9908,7212,-7638,-1012,-537
2631,1359,6892,10128,7188,-7405,-340,-630
2632,1362,6900,10052,7260,-7217,258,-732
2633,1366,7168,10044,7592,-7027,641,-834
2634,1369,7268,9928,7508,-6828,1029,-949
2635,1372,7300,9572,7696,-6548,1357,-1095
2636,1376,7524,9248,7676,-6220,1929,-1243
2637,1379,7944,8856,7572,-5890,2681,-1372
2638,1383,8064,8716,7684,-5479,3401,-1514
2639,1387,7692,8716,7664,-5079,4088,-1621
2640,1390,7488,8740,7756,-4632,4568,-1761
2641,1394,6772,9068,7756,-4255,4895,-1885
2642,1403,6460,10372,7148,-3612,6090,-2087
2643,1406,6164,10872,7060,-3466,6307,-2196
2644,1410,5428,11280,7052,-3290,6304,-2354
2645,1413,4724,11472,7072,-3077,6049,-2487
2646,1416,4124,11940,7124,-2787,5653,-2628
2647,1420,3656,12268,6852,-2513,5240,-2766
2648,1423,3256,12652,6524,-2304,4799,-2930
2649,1427,3140,13112,6180,-2101,4552,-3081
2650,1431,3144,13232,6064,-1830,4428,-3242
2651,1434,2516,13360,5868,-1464,4184,-3407
2652,1438,1792,13492,5728,-1169,3450,-3511
2653,1441,980,13872,6072,-930,2587,-3483
2654,1445,644,14372,5752,-701,2162,-3270
2655,1453,532,15228,4420,-618,1405,-2190
2656,1457,-16,15120,4564,-679,828,-1817
2657,1460,-72,14612,4576,-648,535,-1505
2658,1463,-236,14496,4536,-531,369,-1216
2659,1467,-44,14348,4796,-417,164,-1095
2660,1470,28,14076,4648,-357,-183,-1101
2661,1474,404,14408,4652,-362,-421,-1032
2662,1478,412,14736,4424,-393,-531,-900
2663,1481,664,15164,4412,-497,-778,-647
2664,1484,968,15416,4428,-607,-979,-353
2665,1488,1464,15696,4720,-688,-1208,-141
2666,1491,1812,15664,4732,-779,-1403,6
2667,1494,2056,15548,4792,-832,-1676,69
2668,1497,2220,15296,5092,-880,-2019,51
2669,1506,3224,14492,5264,-1003,-2615,-70
2670,1510,3616,14284,5360,-1035,-2607,-64
2671,1513,3972,13688,5536,-982,-2573,-33
