time,accX,accY,accZ,gyrX,gyrY,gyrZ
622,468,14160,5456,324,2836,1412
625,-320,13800,5764,443,2429,2022
628,5188,14068,5624,597,2659,1780
632,332,13876,5940,580,2541,2015
635,2772,13656,5732,734,2543,2094
638,3660,13916,5252,713,2650,1651
641,2740,14028,5324,684,2847,1316
645,-556,13964,5348,683,2679,1570
648,-208,14036,6176,790,2524,2103
652,2564,14008,4812,825,2708,1758
659,-432,13988,5116,793,3269,1487
662,3648,14208,4860,808,3586,1296
666,596,14096,5432,831,3485,1805
669,6988,14392,4696,866,3864,1254
672,2396,13888,5600,859,3683,1615
675,3544,14428,5236,878,3827,1400
679,1460,14092,5104,868,3853,1452
682,2396,14024,5480,936,3620,1581
685,240,13864,5968,985,3380,1935
688,2872,13820,4712,996,3341,1678
692,1388,14356,5180,996,3446,1702
696,2364,13760,5000,1025,3120,1910
699,3348,14184,5060,1014,3237,1801
702,1196,13936,4808,1082,2908,2256
709,5496,14168,4616,1086,2936,1758
713,2088,14184,4964,950,2855,1558
716,-276,14248,5112,878,3069,1299
719,1560,13968,5104,901,2660,1492
722,2688,13904,4744,903,2637,1503
726,1632,13832,5184,923,2217,1875
729,1500,14068,4696,813,2763,1443
732,4368,14088,4684,784,2600,1415
735,1720,14024,5184,815,2371,1788
740,1760,13924,4860,760,2313,1858
743,664,13680,5232,772,2119,1955
746,3260,14232,4764,658,2427,1489
749,2404,14408,4716,554,2368,1134
753,1328,14020,5344,557,2238,1299
756,84,13956,5500,591,1962,1252
763,5496,14452,4868,541,2394,575
766,944,14332,4348,435,2565,506
769,2312,14048,4940,422,2641,487
772,2336,14428,4508,355,2638,17
775,-3196,14212,5008,322,2464,454
780,2616,14044,5676,465,2219,893
783,1676,14076,5020,462,2006,982
786,3356,14060,4676,417,1955,743
789,3340,14380,4140,241,2276,-1
792,744,14280,4412,161,2323,-89
796,1480,14268,4580,99,2108,-40
799,1808,14152,4976,66,1601,6
802,2944,14228,4356,-52,1630,-520
805,-16,14328,4764,-133,1569,-582
808,-696,14132,4744,-164,1041,-230
815,-44,14156,4728,-245,104,314
818,1044,14080,4716,-296,120,502
823,1420,14140,4740,-327,107,577
826,1696,14112,5000,-345,39,638
829,1760,14156,5252,-331,59,656
832,1684,14104,4948,-315,45,684
835,1496,14172,5024,-325,-2,735
839,1380,14216,5004,-345,-65,827
842,1040,14212,4892,-356,-210,956
845,1416,14264,4768,-414,-435,1037
848,1932,14372,4532,-512,-451,1068
852,2564,14284,4400,-618,-481,990
855,2600,14064,4544,-681,-498,925
858,2140,14200,4868,-711,-560,859
861,1948,14224,4664,-777,-704,884
885,6540,15516,1216,-2739,-183,-840
889,15516,15700,-312,-3769,567,-3919
892,13364,17860,-380,-4777,1998,-7926
895,2172,18912,2024,-5128,2138,-9271
899,-3832,19596,2128,-5535,778,-9395
902,-8800,23248,376,-6598,-1813,-8038
906,-11044,24944,228,-8521,-4435,-5387
910,-7228,24304,-540,-10637,-6189,-3301
914,-1880,22664,-580,-12666,-7403,-2358
917,-960,20212,244,-14130,-7945,-2119
920,-1700,17600,2252,-14894,-8665,-2102
924,-2484,15244,3260,-15198,-9487,-2173
927,-1988,13800,3392,-15256,-9956,-2228
935,2328,10300,4856,-14119,-7915,-2963
938,2696,8888,5584,-13072,-6824,-3485
941,1164,7424,7316,-12006,-6552,-3803
945,8,6796,8476,-10802,-6519,-3736
948,-304,6208,9660,-9515,-6647,-3387
953,516,6140,10024,-8215,-6598,-3007
956,2040,6396,10604,-6971,-6530,-2694
959,2856,6956,10736,-5865,-6211,-2358
963,3472,7812,10644,-5023,-5861,-2122
966,3976,8572,10624,-4216,-5540,-1995
970,4792,9532,10752,-3564,-5339,-2030
973,5132,9932,10916,-2917,-5170,-2184
976,5652,9856,11036,-2259,-4942,-2463
983,5704,9540,11552,-754,-4997,-3184
987,5688,9360,11680,-31,-5080,-3535
990,5844,9364,11164,652,-4985,-3897
994,5740,9368,10864,1188,-4797,-4292
998,5716,9628,10504,1710,-4512,-4560
1001,5608,10160,10184,2142,-4240,-4759
1005,5408,10364,9964,2454,-4096,-4853
1008,5588,10724,9592,2830,-3880,-4998
1011,6132,10912,9512,3271,-3495,-5235
1015,6476,11168,9152,3752,-2767,-5590
1018,6156,11500,8760,4254,-2159,-5976
1022,5224,12124,8168,4596,-1645,-6215
1025,4668,12596,7684,4911,-974,-6190
1028,3952,13200,6996,5106,-397,-5995
1036,2744,14016,6096,5053,593,-5320
1040,2284,14304,5664,4923,849,-5003
1043,1588,14676,5172,4723,938,-4699
1046,1108,14884,4672,4462,951,-4403
1050,728,15200,4348,4155,904,-4113
1053,280,15480,3956,3806,870,-3855
1056,-12,15432,3844,3429,731,-3573
1060,-276,15436,3848,3123,606,-3226
1063,-568,15400,3696,2758,435,-2916
1066,-796,15164,3744,2434,217,-2575
1070,-1032,15356,3708,2139,-33,-2228
1073,-1032,15408,3688,1794,-249,-1924
1076,-892,15616,3632,1483,-501,-1606
1084,-620,15736,3528,760,-1039,-1091
1088,-656,15860,3728,429,-1258,-858
1091,-704,15496,3784,165,-1432,-615
1094,-548,15156,4088,-12,-1573,-391
1098,-348,14912,4204,-208,-1627,-194
1101,-48,14816,4320,-372,-1706,-58
1104,84,14812,4700,-517,-1798,129
1108,508,14748,4760,-658,-1859,264
1111,680,14576,4980,-830,-1950,334
1114,784,14388,5192,-947,-2050,375
1117,960,14420,5324,-1041,-2137,378
1122,1300,14236,5448,-1127,-2197,299
1125,1344,14148,5492,-1218,-2410,164
1128,1548,13716,5980,-1170,-2532,-1
1135,1996,13500,6184,-1026,-2548,-186
1139,2260,13464,6336,-961,-2424,-274
1142,2252,13508,6196,-925,-2325,-361
1146,2180,13488,6264,-927,-2277,-422
1149,2560,13464,6200,-903,-2238,-515
1152,2720,13272,6580,-850,-2060,-635
1156,2940,12768,6664,-721,-1718,-832
