accX,accY,accZ,gyrX,gyrY,gyrZ
1995.602978689778,12083.940747409244,7828.824344234212,-255.44188866881876,297.06031333337387,51.254684491733755
1842.9766722257023,12080.336773717167,8028.499496700593,-253.1251760862873,333.17017741690927,50.68011148681813
1519.77057011428,12100.632069526673,7978.264233839061,-238.04411796384005,258.32163704681943,73.42420820366148
1504.4568937787787,12041.908231529273,7871.119660681316,-277.99351721154096,154.64837489253551,142.68274891505277
1425.2430930174783,12051.227340006752,7994.141818573913,-317.28899243338935,36.38569880490895,200.33826027811364
1604.115631741454,12027.591404145833,8002.3754748499305,-304.8682680893771,45.61714423259247,247.78478342957132
1903.985274682109,12006.204889509389,8135.064392313544,-286.4457730300549,42.935723904779884,248.95681232090215
2117.2657455384506,12038.295894487932,8083.801659507195,-242.75088915042272,-47.56960667872529,219.59908479105042
2222.9925563681877,11988.544861903452,8072.241981870299,-223.2909731773088,-158.5233164537153,129.68617852602577
2226.3461860953375,11965.98769843914,8158.768976932731,-184.40214690530385,-183.5095495297359,62.28124910183053
2097.2967857246317,12019.435489525194,8095.11830360192,-159.84851622597643,-38.94494509852467,19.928759011464056
2080.851265812978,12028.56999973945,7964.76949797637,-166.9687880507177,39.386708887029684,-39.81655438604364
2247.135862381977,11995.780454080004,7933.0877200981595,-171.78272294854753,197.34785987545214,-71.16050002483884
1927.020155389789,12040.787335311845,8033.263736663639,-169.3777928861731,332.51629373581926,-116.10451091573294
1587.8978071360677,12010.585626510127,8072.267361091162,-146.9935721132043,306.13708280819304,-87.43856082654446
1633.5815836524323,12019.589556568786,7961.763728294873,-152.3650600105313,317.0386479076117,-12.785183549165522
1707.5379874585208,12047.400425003521,7797.743861779676,-166.7005569202543,279.3961423297087,14.005642748517648
1406.4760497740003,12246.378991644684,7664.324775761305,-214.79590517336354,68.13036430087581,181.16023868345238
1673.3223674158667,11991.703693634769,7867.215995121398,-212.44465726925665,264.2137798843118,264.7186239707039
2120.8199819998476,12052.062099928327,7736.220767792232,-284.0471790290834,409.673256988816,259.56323171251097
