accX,accY,accZ,gyrX,gyrY,gyrZ
55.72422033983012,12350.85675270044,10656.042034920494,-300.22089692689593,-222.14205405942135,19.429037897653444
-400.6414897218985,12370.937875424259,9840.276499266596,-1108.736179677332,-776.7140330547086,90.96911767914679
-2.4108121797633544,17401.573247871576,4974.604515858431,-540.1483552953613,-17.11725630313029,950.7634482163284
-477.9075945580317,13278.192498403374,6342.4510897196,-200.10127203858423,-625.5255834855262,-57.04830305980508
-533.8316913020673,16551.72574703617,5385.391789333662,104.11345245182952,-30.037325749400594,930.5690398919053
11.576174349343262,9747.043546989682,7531.30937461921,-6.833955685628553,55.07676526270177,-405.08006181120027
-487.6535027523092,10177.09641351096,9136.609556931724,-754.1497625619377,-236.01948250789548,159.45410239951158
-986.4544143449409,12244.567114165007,7723.968241506322,-1051.810232718158,321.1284440209905,-554.3258602167589
-467.4741948907022,8785.675510929505,8578.15723161003,-831.128244958959,-810.4280317648863,644.9041355398188
-3435.8420690137805,12378.88278512092,7313.98767189232,-124.14289508778118,4409.170769506857,-5695.632145619113
-1715.2266975452967,11419.164032524923,7007.5694500175505,2050.3575745041717,6823.661179044031,-9427.249335824592
-2356.0111600818113,14073.500274683158,5601.4508841877605,1902.090627942678,5205.205397008058,-8852.700724075774
-2022.1537565142014,13232.624757631034,7783.09415994849,1094.177042002777,2255.2392498881304,-7960.200797129129
-1463.7492896497272,12533.293633717465,6643.110099520439,1066.0203293774803,2684.242392920684,-6352.312425424888
-2294.278416741737,6139.684761194911,8766.151322397525,532.0804071726632,-3321.615754042755,-255.93248197102668
-3152.4319181322467,12291.605363618763,5359.20816249047,57.8127989970815,-1362.105757095348,-489.15426235666564
-2712.0754606066002,10594.9889736072,5444.350518571885,-407.76966030358625,143.57978023038447,122.41369205461227
-3096.7173343837508,13208.544502055443,7822.060238814666,-995.448324118775,481.13000636973044,187.55353739705842
-4734.600062817351,7926.409565786409,6148.906717291783,-783.4360588669895,-318.71233003041397,424.75342162248114
-3692.6013262863007,15269.252545182831,4554.125054959323,-405.48775382189024,319.12018531666496,-440.4935868423454
-1713.7499802549892,18189.08312774794,6058.367446298045,-817.8738012491682,-157.3416521621322,-400.490789284191
-2146.9748908730508,9350.70388133288,6007.617857131599,977.3149033821273,-4648.9614761080775,3845.410027312427
-1887.1584719678622,16976.626737038874,6230.985091360457,1068.438757343564,-3380.6991573758096,5308.0035036141935
