accX,accY,accZ,gyrX,gyrY,gyrZ
2240.0,12392.0,7416.0,-243.0,-292.0,111.0
2429.656565656559,12354.020202020209,7366.3030303030255,-132.12121212121247,-341.15151515151274,434.2020202020208
2434.4242424242425,12503.676767676767,7276.929292929293,-299.32323232323233,-448.1515151515151,793.9090909090909
3022.181818181809,12341.333333333328,7513.333333333343,-305.8484848484859,-98.33333333333576,444.06060606061146
3000.5252525252517,12511.070707070707,7438.181818181818,-307.5656565656566,253.40404040404064,-103.58585858585866
2354.2222222222354,12408.848484848488,7382.424242424244,-391.6969696969695,227.13131313131498,112.51515151515241
2663.393939393939,12394.909090909092,7378.909090909091,-337.5757575757576,209.66666666666663,6.151515151515014
2064.4444444444607,12407.838383838378,7410.3434343434365,-405.30303030303094,-36.11111111110995,20.777777777769643
2429.818181818182,12403.59595959596,7582.30303030303,-312.89898989898984,-424.51515151515105,408.38383838383834
-3794.5454545476505,13321.454545454835,9648.727272728,179.6363636365279,-988.3636363639278,1488.6363636368103
3398.787878787914,11293.737373737378,7563.838383838379,1837.0707070707067,-6672.303030303025,5721.989898989896
9184.000000000606,12736.444444444414,4506.666666666515,2139.111111111103,-2879.444444444506,4703.111111111106
4603.999999999969,12836.121212121216,7448.0000000000155,2673.393939393939,-456.6969696969659,4888.666666666666
5686.828282828399,12842.909090909146,5903.959595959652,6715.616161616157,5528.24242424242,10917.111111111073
6831.434343434399,12690.181818181809,3737.7373737373928,3918.202020201998,4161.313131313198,4496.202020201979
2013.939393939363,12670.545454545452,7882.4242424242675,812.5151515151465,2741.878787878807,-2161.030303030309
3581.4949494949506,13119.070707070707,4072.3232323232405,-679.7777777777801,1120.3636363636379,-625.6363636363631
3220.727272727251,12838.78787878787,7049.373737373764,-1042.2727272727225,1866.0101010100989,-148.04040404039552
932.7272727272848,13062.181818181816,6560.727272727274,-950.0000000000013,1132.818181818182,1982.18181818182
-4541.777777777919,16097.616161616075,10522.505050505199,-9321.656565656582,12560.171717171856,-13017.838383838402
-357.65656565657264,10037.535353535317,6903.070707070711,-13789.20202020201,-4724.7979797979815,-291.32323232322983
5812.000000000055,7533.575757575778,10225.090909090928,-6468.757575757548,-2464.7272727272543,-1742.3030303030891
6156.888888888885,7657.3333333333285,10019.555555555557,-4202.999999999996,-81.99999999999216,-7974.555555555562
-233.53535353537518,8773.53535353534,11362.101010101032,2982.6464646464337,884.9696969697568,-5669.303030303102
