,accX,accY,accZ,gyrX,gyrY,gyrZ,q1,q2,q3,q4
62,-1613.979797979766,12546.98989898984,6895.272727272659,-265.9696969697011,-2739.414141414152,280.4747474747387,-0.3930611134367375,-0.46649254245912297,0.7354223355757918,-0.2950282313104003
63,-1833.4545454545528,13092.363636363638,6885.454545454531,346.18181818181847,-180.63636363636624,463.3636363636392,-0.22362884643526196,0.7061909396146363,0.6625585369324493,-0.11090843514432834
64,-1693.8585858585866,13242.949494949497,5647.595959595954,-355.9999999999977,117.83838383838338,578.7979797979792,0.19940961151911507,0.7731066237663236,-0.20001440506736012,0.5679226997470534
65,-1041.9393939393667,13048.24242424243,7085.6161616161735,-436.5252525252581,261.0909090909154,358.60606060606506,-0.15555270570780316,0.4408946046121918,-0.8245844191587747,-0.3185527257008275
66,-1306.6666666666824,13074.66666666668,6818.666666666673,-220.33333333334255,-470.99999999999,390.6666666666647,-0.336749945688484,-0.4447732327617345,-0.13685132309728248,-0.8185645734235034
67,-1745.8989898989885,13121.13131313131,6357.333333333335,-359.80808080808083,-660.1010101010115,388.88888888888914,-0.009743837219635322,-0.5272869448201514,0.8398699774897518,-0.12842101218193186
68,-1490.5050505050376,13203.636363636371,6423.63636363635,-466.5252525252508,-577.7777777777749,421.9494949494931,0.4834603428047112,0.32571512708507566,0.5164260778827956,0.6272797294713872
69,-1074.9090909090737,13075.272727272735,6753.45454545453,-386.2424242424204,-791.9696969696961,680.9090909090919,0.0792854690021605,0.5216982438967621,-0.6165884655751271,0.584263143489175
70,-911.1111111111132,13067.919191919187,6409.979797979806,-360.4242424242448,-371.2929292929239,548.3636363636351,0.6128907737995382,-0.555899242031243,-0.5480332720731297,0.12247638466786846
71,-1419.434343434339,13092.929292929291,6702.343434343435,-723.9494949494947,860.3333333333358,333.48484848484804,0.29411164933333933,-0.5977326336968533,0.4824355665835935,-0.5687441959575618
72,-1282.1818181818198,12994.181818181813,7056.727272727243,-510.1818181818353,947.909090909122,236.54545454545496,0.2699937735848417,-0.3497753255830914,0.858589353891607,0.25997096996136465
73,-1311.7575757575687,13160.68686868687,6508.16161616164,-200.0808080808056,-83.6262626262469,207.02020202019776,-0.16306267716119258,0.14963122088781072,0.1525089475442102,0.9632040707823059
74,-1291.636363636363,13063.595959595958,6578.222222222221,-564.0404040404039,-136.53535353535244,339.7373737373737,-0.583361028867556,0.5124689508812323,-0.610537801138389,0.15591368689879864
75,-1355.2727272727195,13074.424242424237,6779.636363636369,-531.4848484848487,-246.242424242422,616.9696969696943,-0.5093360842245507,0.027905285696447093,-0.06817787296852779,-0.8574087858043491
76,-836.8080808080831,13148.444444444434,7253.45454545455,-263.7373737373673,-651.5959595959584,544.5454545454504,0.20580191310884616,-0.581912329448,0.5427092651998067,-0.569640471581354
77,-1122.2222222222265,13183.111111111106,6540.444444444442,-129.3333333333353,-470.555555555557,297.3333333333321,-0.08151085176497662,-0.05028134742621158,0.90856271195285,0.4066221410528885
78,-1336.969696969696,13063.39393939394,6976.60606060606,-580.9696969696975,-24.848484848483626,393.1515151515141,0.13603080283624552,0.811688383468234,0.1706517845857093,0.5417892184606155
79,-1042.101010101038,13026.868686868693,6882.989898989899,-298.0303030303021,-305.85858585859023,399.6868686868706,0.39948379307101134,0.5887253550612838,-0.6995766150224931,-0.0663906250552983
80,-1059.4343434343357,13115.191919191908,6671.272727272717,-324.6161616161562,-284.4949494949424,234.9797979797977,0.5222839469695773,-0.4447304592470099,-0.5497215909585258,-0.47669746148878406
81,-912.3636363636332,13084.000000000002,6854.54545454546,-430.7272727272725,-90.54545454545428,263.8181818181811,-0.15602611432334,-0.9799393007683708,0.09224246819849281,0.08286220802879056
82,-1101.2525252525293,13080.404040404042,6745.858585858586,-438.7979797979783,-410.0202020202039,415.3636363636356,-0.844067710951893,-0.13555233265379427,0.48626415954332347,0.1808934260391232
83,-762.626262626276,13032.80808080808,6888.929292929301,-482.22222222222354,-101.11111111111768,311.7171717171668,-0.3976454527603092,0.744344510501789,0.5097075988530956,0.16741417877919654
84,-749.0909090909045,13008.121212121208,6830.181818181816,-261.78787878787807,-153.72727272727025,141.0606060606042,0.084570194338213,0.43501236665890214,-0.05888372153101351,0.8945081500031601
85,-920.3232323232332,13086.58585858586,6872.808080808081,-342.2626262626263,279.6262626262624,-50.85858585858568,0.1868964117888187,0.20494746291014354,-0.8868207656593027,0.3696149324670312
86,-927.555555555562,13087.555555555562,6728.686868686869,-342.515151515152,-35.4949494949542,97.51515151515196,-0.28839510980648614,-0.18292519703822427,-0.7686505692528824,-0.5408723835762476
87,-808.6060606060419,13019.63636363636,7002.909090909081,-378.4242424242448,-226.7272727272657,166.6060606060646,-0.5987200818106092,-0.3714292492998001,0.32486063631119577,-0.6309042267862605
88,-1721.333333333352,12521.333333333332,6044.888888888897,-399.1111111111177,-384.8888888888944,122.22222222222716,0.1819105695129996,0.009288535714519324,0.9758170532096531,-0.12084430672963166
89,-1242.2222222222308,12950.585858585857,6990.6666666666615,-366.2121212121224,-421.88888888888846,393.4242424242409,0.653403247479437,0.3886994571949715,0.2750978230287827,0.5884709983716147
90,-267.63636363633486,12845.818181818197,6848.727272727303,-339.36363636363785,-334.5454545454322,351.81818181816607,0.503586839472172,-0.38323597910505713,-0.3702365935846498,0.6800406930475942
91,-782.4242424242439,12947.676767676772,6685.979797979797,-355.8787878787866,45.71717171717273,78.01010101010161,-0.37795576553815885,-0.6135112831235782,-0.665981634700627,0.19292953899806473
92,-989.7777777777774,13087.474747474747,6839.474747474747,-395.2525252525252,-62.47474747474735,154.29292929292933,-0.9857056995854554,0.034359962882713334,0.12012486258117033,0.11302072440619595
93,-1047.5151515151683,12932.24242424244,6594.545454545414,-354.0,-530.2727272727229,135.15151515151274,-0.43120575894538726,0.8578496355266559,0.27847560665397686,-0.024636005719589328
94,-628.7676767677258,12562.58585858584,7349.2929292928675,-328.313131313118,-132.12121212121292,68.64646464644693,0.3826344889580475,0.7939418089026291,-0.23826693395497028,-0.40801485281780214
95,-1375.0707070707576,13115.959595959612,6536.363636363651,-239.63636363634944,-145.35353535353397,265.6262626262524,0.821376501484245,-0.11683623500077932,-0.42500057149567594,-0.3620282464514251
96,-741.8181818181711,13012.969696969696,6879.757575757584,-259.06060606060623,-128.33333333333826,238.7575757575796,0.33474353505183707,-0.9414694066822026,-0.004602389776933489,0.03950873360159767
97,-896.5252525252145,13052.929292929308,6814.828282828297,-384.1515151515159,-111.10101010101062,296.9494949494947,-0.16730262477589405,-0.6532013332169279,0.28665310349848755,-0.6805643601316556
98,-612.6464646464119,13333.777777777816,7407.959595959677,-138.60606060601913,286.9393939393949,19.46464646461573,-0.07979788114182229,-0.24881199327060421,0.9467328127150216,0.18820699109939565
99,-484.0,13100.0,7452.0,-444.0,-268.0,289.0,-0.07979788114182229,-0.24881199327060421,0.9467328127150216,0.18820699109939565
